id,timestamp,name,value,category
1,2026-02-02T10:27:11.086347,name_382,1.18,cat_2
2,2026-02-01T21:28:23.086392,name_276,8.19,cat_5
3,2026-02-01T18:10:34.086402,name_203,54.64,cat_5
4,2026-02-02T02:44:39.086410,name_123,36.23,cat_3
5,2026-02-02T11:31:13.086417,name_464,29.87,cat_9
6,2026-02-02T05:40:33.086423,name_416,78.93,cat_3
7,2026-02-01T12:32:33.086431,name_393,19.59,cat_10
8,2026-02-01T23:35:16.086438,name_351,69.24,cat_6
9,2026-02-02T09:45:01.086458,name_147,29.46,cat_8
10,2026-02-02T09:49:40.086467,name_219,20.69,cat_1
11,2026-02-01T13:02:02.086474,name_1,54.03,cat_8
12,2026-02-01T12:19:40.086481,name_151,26.77,cat_7
13,2026-02-01T15:23:41.086497,name_239,97.71,cat_2
14,2026-02-01T11:47:26.086504,name_160,11.55,cat_5
15,2026-02-01T22:08:59.086510,name_50,68.97,cat_9
16,2026-02-01T22:30:12.086525,name_409,76.59,cat_10
17,2026-02-01T12:43:20.086532,name_475,64.23,cat_10
18,2026-02-02T09:45:52.086538,name_151,38.28,cat_10
19,2026-02-02T01:57:51.086544,name_203,75.17,cat_1
20,2026-02-02T10:58:54.086550,name_52,98.99,cat_8
21,2026-02-01T23:19:12.086556,name_440,44.16,cat_6
22,2026-02-02T00:22:57.086562,name_32,51.47,cat_9
23,2026-02-02T03:38:35.086568,name_336,15.42,cat_1
24,2026-02-01T21:57:57.086574,name_338,11.27,cat_1
25,2026-02-01T23:25:49.086581,name_324,91.92,cat_2
26,2026-02-01T20:18:00.086587,name_50,55.47,cat_8
27,2026-02-01T16:31:24.086593,name_67,39.76,cat_10
28,2026-02-01T17:07:57.086599,name_217,13.81,cat_2
29,2026-02-02T02:38:09.086605,name_195,24.06,cat_2
30,2026-02-01T11:55:42.086611,name_253,88.45,cat_9
31,2026-02-02T12:33:10.086617,name_208,1.75,cat_7
32,2026-02-01T15:58:12.086624,name_382,93.73,cat_2
33,2026-02-01T16:13:28.086630,name_309,51.17,cat_2
34,2026-02-01T14:11:01.086636,name_82,30.12,cat_4
35,2026-02-02T01:39:24.086642,name_220,82.59,cat_3
36,2026-02-02T11:55:50.086648,name_16,18.43,cat_7
37,2026-02-01T18:26:25.086655,name_396,51.38,cat_6
