id,timestamp,name,value,category
1,2026-02-01T14:55:10.079814,name_49,94.19,cat_6
2,2026-02-02T10:33:52.079868,name_396,24.78,cat_10
3,2026-02-01T17:08:55.079879,name_251,27.12,cat_9
4,2026-02-01T18:37:34.079886,name_322,23.04,cat_3
5,2026-02-02T12:10:25.079893,name_284,88.61,cat_1
6,2026-02-01T17:54:01.079900,name_279,27.59,cat_3
7,2026-02-02T01:08:08.079906,name_254,45.37,cat_3
8,2026-02-01T16:21:19.079913,name_302,38.33,cat_1
9,2026-02-01T17:12:08.079919,name_195,20.44,cat_8
10,2026-02-02T09:38:41.079925,name_68,57.99,cat_6
11,2026-02-01T14:16:13.079932,name_86,92.89,cat_9
12,2026-02-02T04:19:02.079938,name_181,42.91,cat_2
13,2026-02-02T05:48:34.079944,name_426,50.66,cat_6
14,2026-02-02T10:39:44.079951,name_390,47.17,cat_7
15,2026-02-01T11:52:06.079958,name_73,59.46,cat_7
16,2026-02-02T10:04:44.079965,name_11,18.76,cat_8
17,2026-02-01T21:56:16.079971,name_439,19.51,cat_8
18,2026-02-02T02:27:42.079978,name_235,34.83,cat_8
19,2026-02-01T21:01:47.079984,name_413,30.66,cat_2
20,2026-02-01T12:39:37.079991,name_128,76.1,cat_3
21,2026-02-01T17:03:20.079998,name_83,45.87,cat_3
22,2026-02-02T13:01:15.080004,name_159,57.27,cat_4
23,2026-02-01T11:45:50.080010,name_227,71.85,cat_6
24,2026-02-02T13:08:05.080016,name_210,73.15,cat_8
25,2026-02-01T23:32:16.080023,name_370,88.56,cat_4
26,2026-02-01T13:48:47.080029,name_456,86.85,cat_8
27,2026-02-01T14:11:03.080035,name_396,10.19,cat_6
28,2026-02-01T11:54:07.080042,name_85,77.12,cat_2
29,2026-02-01T20:52:43.080048,name_485,23.69,cat_3
30,2026-02-01T15:49:24.080054,name_340,82.62,cat_10
31,2026-02-01T22:20:49.080061,name_157,86.7,cat_5
32,2026-02-02T04:33:58.080067,name_134,43.39,cat_6
33,2026-02-01T18:58:18.080073,name_176,79.71,cat_8
34,2026-02-02T09:28:27.080079,name_228,6.2,cat_2
35,2026-02-02T04:12:23.080086,name_197,28.81,cat_7
36,2026-02-02T07:40:05.080092,name_392,32.91,cat_2
37,2026-02-02T05:25:27.080098,name_7,35.89,cat_3
38,2026-02-01T19:05:27.080105,name_82,31.07,cat_9
39,2026-02-02T08:10:16.080111,name_258,92.75,cat_9
40,2026-02-01T14:10:23.080118,name_54,34.19,cat_10
41,2026-02-01T11:23:12.080124,name_135,79.28,cat_3
42,2026-02-02T06:32:08.080131,name_71,67.3,cat_6
43,2026-02-01T14:57:48.080137,name_440,49.66,cat_4
44,2026-02-02T06:13:12.080143,name_237,77.65,cat_9
45,2026-02-02T08:40:44.080149,name_108,90.61,cat_10
46,2026-02-01T12:30:42.080156,name_425,72.87,cat_7
47,2026-02-01T21:16:44.080162,name_192,54.16,cat_5
48,2026-02-01T20:10:45.080168,name_336,36.58,cat_6
49,2026-02-01T13:13:54.080174,name_355,87.69,cat_2
50,2026-02-01T22:37:37.080180,name_356,5.23,cat_7
51,2026-02-01T17:44:03.080187,name_63,74.02,cat_5
52,2026-02-02T13:16:26.080193,name_275,33.08,cat_8
53,2026-02-02T01:35:12.080200,name_106,93.5,cat_4
54,2026-02-01T20:16:09.080206,name_146,90.37,cat_7
55,2026-02-02T09:59:09.080212,name_404,26.0,cat_2
56,2026-02-01T14:12:09.080219,name_412,60.7,cat_3
57,2026-02-02T12:59:04.080225,name_478,0.17,cat_9
58,2026-02-02T09:12:03.080232,name_244,44.54,cat_3
59,2026-02-02T07:46:09.080238,name_349,60.52,cat_10
60,2026-02-01T16:03:20.080244,name_85,62.75,cat_5
61,2026-02-01T21:43:56.080251,name_353,75.56,cat_2
62,2026-02-01T19:54:58.080257,name_418,46.31,cat_10
63,2026-02-01T21:22:44.080264,name_261,54.9,cat_5
64,2026-02-01T13:31:19.080271,name_362,93.28,cat_5
65,2026-02-02T12:56:03.080278,name_139,53.25,cat_5
66,2026-02-02T05:07:52.080285,name_149,0.93,cat_8
67,2026-02-02T03:28:54.080292,name_284,55.87,cat_10
68,2026-02-02T01:59:18.080298,name_112,54.48,cat_4
69,2026-02-02T07:33:09.080304,name_265,13.51,cat_1
