id,timestamp,name,value,category
1,2026-02-01T19:53:05.133187,name_350,29.18,cat_2
2,2026-02-02T10:11:05.133207,name_496,81.99,cat_9
3,2026-02-01T21:56:16.133227,name_205,88.99,cat_1
4,2026-02-01T23:46:43.133234,name_194,75.76,cat_2
5,2026-02-01T21:12:11.133251,name_166,81.04,cat_6
6,2026-02-01T20:21:57.133267,name_435,97.19,cat_9
7,2026-02-01T20:21:17.133273,name_380,72.47,cat_9
8,2026-02-01T11:59:43.133279,name_122,94.33,cat_1
9,2026-02-01T12:55:50.133286,name_254,56.2,cat_1
10,2026-02-02T13:25:41.133292,name_288,92.35,cat_9
11,2026-02-02T10:54:30.133298,name_328,86.69,cat_3
12,2026-02-01T18:38:57.133304,name_109,95.87,cat_3
13,2026-02-01T13:46:56.133310,name_333,56.67,cat_2
14,2026-02-01T14:02:52.133316,name_96,75.1,cat_7
15,2026-02-02T06:53:35.133323,name_285,12.51,cat_10
16,2026-02-01T18:52:13.133329,name_442,92.84,cat_8
17,2026-02-02T11:56:01.133335,name_1,58.3,cat_1
18,2026-02-02T05:35:39.133341,name_220,23.13,cat_7
19,2026-02-01T22:12:25.133347,name_218,3.57,cat_1
20,2026-02-01T16:47:34.133353,name_379,79.99,cat_6
21,2026-02-02T07:47:35.133359,name_452,86.87,cat_2
22,2026-02-02T00:46:42.133365,name_115,74.42,cat_1
23,2026-02-02T00:21:17.133371,name_439,25.6,cat_9
24,2026-02-02T13:28:36.133377,name_112,0.93,cat_8
25,2026-02-01T18:27:33.133384,name_458,47.41,cat_6
26,2026-02-02T02:07:55.133390,name_197,28.91,cat_5
27,2026-02-02T07:45:14.133396,name_311,54.15,cat_5
28,2026-02-01T20:00:01.133402,name_269,78.67,cat_6
29,2026-02-02T06:22:12.133408,name_188,15.38,cat_1
30,2026-02-02T08:14:39.133414,name_195,13.54,cat_3
31,2026-02-01T20:55:27.133420,name_25,41.91,cat_6
32,2026-02-01T14:11:00.133426,name_314,13.63,cat_6
33,2026-02-02T00:53:17.133432,name_2,9.93,cat_10
34,2026-02-02T12:46:24.133439,name_391,27.93,cat_2
35,2026-02-01T21:31:17.133444,name_493,73.7,cat_7
36,2026-02-02T03:20:35.133450,name_349,3.67,cat_3
37,2026-02-01T16:41:24.133456,name_425,5.6,cat_1
38,2026-02-02T01:11:31.133463,name_225,50.59,cat_3
39,2026-02-01T21:41:06.133469,name_380,98.8,cat_1
40,2026-02-02T09:25:32.133475,name_368,58.58,cat_4
41,2026-02-01T18:34:18.133482,name_53,40.11,cat_10
42,2026-02-01T13:33:04.133488,name_254,27.27,cat_10
43,2026-02-01T22:53:51.133495,name_162,18.65,cat_2
44,2026-02-01T16:31:57.133500,name_485,58.67,cat_6
45,2026-02-02T09:05:27.133507,name_274,39.71,cat_5
46,2026-02-01T12:15:44.133513,name_311,54.09,cat_8
47,2026-02-01T23:37:50.133519,name_369,50.71,cat_10
48,2026-02-02T02:23:11.133525,name_153,34.63,cat_8
49,2026-02-02T06:28:44.133531,name_262,46.33,cat_3
50,2026-02-01T23:02:08.133537,name_199,26.46,cat_2
51,2026-02-01T11:34:16.133543,name_155,33.08,cat_5
52,2026-02-02T00:31:55.133549,name_374,68.96,cat_5
53,2026-02-01T15:13:22.133555,name_216,18.53,cat_10
54,2026-02-02T08:29:12.133561,name_78,89.93,cat_4
55,2026-02-01T18:13:00.133568,name_331,8.34,cat_7
56,2026-02-02T13:09:12.133574,name_492,93.13,cat_4
57,2026-02-01T19:50:14.133580,name_76,14.42,cat_4
58,2026-02-01T20:38:28.133586,name_90,52.8,cat_7
59,2026-02-01T14:03:45.133592,name_155,26.9,cat_6
60,2026-02-02T06:54:03.133598,name_305,89.69,cat_1
61,2026-02-02T05:30:52.133604,name_161,94.56,cat_4
62,2026-02-02T08:47:35.133610,name_407,47.39,cat_5
63,2026-02-02T09:17:49.133616,name_306,40.48,cat_2
64,2026-02-01T10:48:35.133622,name_8,30.31,cat_9
65,2026-02-01T14:12:09.133629,name_37,89.16,cat_4
66,2026-02-02T10:34:29.133636,name_142,2.37,cat_2
67,2026-02-02T05:58:01.133642,name_291,60.1,cat_3
68,2026-02-01T17:52:59.133648,name_88,12.54,cat_7
69,2026-02-02T00:43:07.133654,name_194,4.22,cat_10
70,2026-02-02T08:42:11.133660,name_146,76.29,cat_8
71,2026-02-01T21:54:00.133666,name_57,3.48,cat_8
72,2026-02-01T19:15:03.133672,name_34,58.36,cat_10
73,2026-02-02T13:36:45.133678,name_7,65.87,cat_9
74,2026-02-02T02:51:45.133684,name_366,8.9,cat_1
75,2026-02-02T07:11:18.133690,name_236,33.03,cat_5
76,2026-02-02T01:34:00.133696,name_277,34.09,cat_9
77,2026-02-02T08:34:09.133703,name_440,90.1,cat_6
78,2026-02-02T09:36:10.133710,name_101,82.21,cat_4
79,2026-02-01T12:15:53.133715,name_393,90.14,cat_3
80,2026-02-01T18:10:17.133721,name_488,15.8,cat_2
81,2026-02-01T12:31:40.133728,name_28,5.71,cat_7
82,2026-02-02T11:40:17.133733,name_44,43.82,cat_10
83,2026-02-01T20:14:06.133739,name_288,67.82,cat_3
84,2026-02-02T00:15:42.133745,name_427,78.06,cat_6
85,2026-02-02T10:32:28.133751,name_240,78.43,cat_7
86,2026-02-01T23:15:25.133757,name_118,82.84,cat_10
87,2026-02-02T00:03:08.133763,name_303,67.71,cat_6
88,2026-02-02T09:00:14.133769,name_493,28.11,cat_1
89,2026-02-02T03:01:29.133775,name_422,70.38,cat_6
90,2026-02-02T07:43:30.133781,name_263,80.09,cat_7
91,2026-02-01T19:27:53.133787,name_241,3.37,cat_7
92,2026-02-02T08:11:01.133793,name_259,75.6,cat_1
93,2026-02-01T20:34:02.133799,name_5,52.38,cat_3
94,2026-02-01T14:39:06.133806,name_327,99.87,cat_7
95,2026-02-02T05:43:36.133812,name_185,1.42,cat_3
96,2026-02-02T08:14:31.133818,name_328,92.39,cat_9
97,2026-02-01T16:44:08.133824,name_331,95.37,cat_9
98,2026-02-02T00:55:09.133830,name_136,81.44,cat_2
99,2026-02-01T23:46:04.133836,name_110,97.88,cat_8
100,2026-02-01T13:41:08.133842,name_468,61.01,cat_1
101,2026-02-02T03:02:48.133848,name_143,64.79,cat_2
102,2026-02-01T19:34:53.133854,name_470,30.65,cat_5
103,2026-02-02T13:48:17.133860,name_426,88.51,cat_2
104,2026-02-01T14:56:47.133866,name_56,73.46,cat_2
105,2026-02-02T04:29:18.133872,name_497,11.28,cat_8
106,2026-02-02T03:00:23.133878,name_311,37.73,cat_3
107,2026-02-01T11:24:26.133884,name_202,71.56,cat_10
108,2026-02-02T09:02:27.133890,name_348,92.12,cat_9
109,2026-02-01T15:11:46.133897,name_319,46.77,cat_8
110,2026-02-01T14:27:11.133903,name_383,94.78,cat_4
111,2026-02-01T12:20:37.133909,name_55,41.54,cat_10
112,2026-02-02T10:04:55.133915,name_213,89.91,cat_4
113,2026-02-02T08:31:04.133921,name_46,45.49,cat_7
114,2026-02-01T19:07:05.133928,name_104,62.76,cat_3
115,2026-02-01T19:49:11.133934,name_169,18.01,cat_6
116,2026-02-01T10:30:38.133939,name_412,72.02,cat_8
117,2026-02-01T14:41:39.133946,name_408,3.53,cat_2
118,2026-02-01T16:35:50.133951,name_203,94.63,cat_8
119,2026-02-02T02:31:46.133958,name_472,89.02,cat_7
120,2026-02-01T18:38:19.133964,name_105,96.25,cat_10
121,2026-02-02T10:38:25.133970,name_303,98.95,cat_6
122,2026-02-02T12:38:24.133976,name_413,54.36,cat_7
123,2026-02-02T00:14:09.133982,name_86,42.54,cat_9
124,2026-02-02T02:22:59.133988,name_60,38.12,cat_7
125,2026-02-02T10:13:07.133994,name_491,19.64,cat_9
126,2026-02-02T04:24:08.134000,name_12,96.58,cat_9
127,2026-02-02T11:57:08.134006,name_103,44.24,cat_7
128,2026-02-01T17:56:13.134012,name_432,26.53,cat_10
129,2026-02-02T04:22:09.134019,name_99,19.71,cat_9
130,2026-02-02T06:12:17.134025,name_215,88.23,cat_6
131,2026-02-02T07:58:43.134031,name_172,45.32,cat_4
132,2026-02-02T01:21:24.134037,name_143,57.14,cat_9
133,2026-02-01T11:52:55.134043,name_456,68.74,cat_4
134,2026-02-02T10:38:21.134049,name_133,58.61,cat_8
135,2026-02-02T08:19:45.134054,name_124,58.51,cat_7
136,2026-02-02T13:48:29.134060,name_488,80.6,cat_4
137,2026-02-02T02:14:10.134066,name_417,81.82,cat_7
138,2026-02-01T15:02:16.134072,name_178,62.45,cat_2
139,2026-02-01T20:18:40.134079,name_224,76.4,cat_2
140,2026-02-02T00:49:43.134085,name_129,67.27,cat_2
141,2026-02-01T14:38:44.134090,name_149,77.24,cat_1
142,2026-02-01T11:43:47.134096,name_262,33.71,cat_7
143,2026-02-01T11:42:56.134102,name_330,15.79,cat_4
144,2026-02-02T02:49:04.134108,name_450,92.36,cat_5
145,2026-02-01T12:41:07.134114,name_405,33.96,cat_3
146,2026-02-02T02:00:39.134121,name_213,37.97,cat_1
147,2026-02-02T11:45:16.134127,name_278,55.28,cat_3
148,2026-02-01T11:58:17.134133,name_157,19.19,cat_4
149,2026-02-02T03:19:02.134139,name_362,79.67,cat_7
150,2026-02-02T04:38:06.134146,name_15,38.57,cat_10
151,2026-02-02T01:04:19.134152,name_143,42.92,cat_10
152,2026-02-02T04:48:33.134158,name_66,54.39,cat_8
153,2026-02-01T11:04:31.134164,name_31,19.58,cat_10
154,2026-02-02T10:23:22.134170,name_428,77.59,cat_9
155,2026-02-02T05:48:09.134176,name_292,87.6,cat_6
156,2026-02-02T10:57:10.134182,name_175,81.71,cat_2
157,2026-02-01T14:20:57.134188,name_213,39.16,cat_7
158,2026-02-02T12:54:06.134194,name_137,44.85,cat_9
159,2026-02-02T07:33:34.134200,name_39,67.36,cat_3
160,2026-02-01T19:46:10.134206,name_340,5.05,cat_10
161,2026-02-02T04:35:33.134212,name_129,92.41,cat_3
162,2026-02-01T10:48:30.134219,name_385,17.2,cat_2
163,2026-02-02T12:33:49.134225,name_115,81.27,cat_9
164,2026-02-01T22:59:43.134230,name_169,82.85,cat_10
165,2026-02-01T15:34:36.134236,name_381,95.27,cat_5
166,2026-02-01T17:22:19.134242,name_3,11.94,cat_9
167,2026-02-01T11:23:20.134248,name_33,23.01,cat_4
168,2026-02-01T22:19:22.134254,name_235,8.07,cat_1
169,2026-02-02T02:13:31.134260,name_282,8.73,cat_4
170,2026-02-01T20:41:33.134266,name_296,98.02,cat_1
171,2026-02-02T06:32:44.134272,name_23,91.54,cat_3
172,2026-02-01T18:34:30.134279,name_155,87.15,cat_1
173,2026-02-02T02:03:44.134286,name_438,82.53,cat_1
174,2026-02-02T08:11:49.134292,name_397,43.39,cat_8
175,2026-02-02T12:14:49.134298,name_91,36.18,cat_6
176,2026-02-02T05:47:59.134304,name_387,98.93,cat_7
177,2026-02-02T06:25:58.134310,name_69,65.19,cat_2
178,2026-02-02T04:38:02.134316,name_157,34.1,cat_1
179,2026-02-02T13:10:25.134322,name_457,43.08,cat_10
180,2026-02-01T21:18:17.134328,name_347,35.8,cat_2
181,2026-02-02T00:55:58.134334,name_198,55.56,cat_7
182,2026-02-02T05:41:41.134341,name_214,54.56,cat_9
183,2026-02-02T05:17:22.134347,name_255,52.12,cat_3
184,2026-02-02T01:28:26.134352,name_183,87.22,cat_5
185,2026-02-01T20:35:41.134358,name_230,25.25,cat_2
186,2026-02-01T18:31:21.134365,name_479,60.07,cat_3
187,2026-02-02T01:41:59.134371,name_123,87.85,cat_6
188,2026-02-01T11:44:27.134377,name_321,62.36,cat_2
189,2026-02-01T12:40:40.134383,name_436,67.89,cat_1
190,2026-02-02T04:21:39.134389,name_318,2.32,cat_4
191,2026-02-01T15:10:10.134395,name_14,64.15,cat_4
192,2026-02-02T06:33:04.134401,name_31,7.72,cat_4
193,2026-02-02T10:15:51.134407,name_337,86.15,cat_9
194,2026-02-02T07:59:12.134413,name_373,34.19,cat_6
195,2026-02-02T11:56:08.134419,name_327,13.53,cat_3
196,2026-02-01T15:16:53.134425,name_92,92.27,cat_5
197,2026-02-02T12:25:53.134431,name_35,9.28,cat_8
198,2026-02-01T20:34:28.134437,name_219,49.88,cat_3
199,2026-02-02T11:29:20.134443,name_401,39.15,cat_9
200,2026-02-02T11:03:31.134449,name_494,18.51,cat_1
201,2026-02-02T00:15:42.134455,name_160,0.29,cat_3
202,2026-02-01T19:01:07.134461,name_414,36.6,cat_5
203,2026-02-02T06:56:02.134467,name_243,94.28,cat_5
204,2026-02-02T10:20:15.134473,name_285,84.84,cat_7
205,2026-02-02T08:28:29.134479,name_373,95.31,cat_7
206,2026-02-02T03:06:09.134485,name_41,17.18,cat_1
207,2026-02-02T04:50:53.134491,name_82,94.03,cat_10
208,2026-02-02T08:57:51.134497,name_468,81.52,cat_5
209,2026-02-01T17:14:44.134503,name_150,88.3,cat_3
210,2026-02-01T10:19:47.134509,name_479,29.54,cat_4
211,2026-02-01T12:39:16.134515,name_190,8.83,cat_2
212,2026-02-01T23:42:37.134521,name_80,79.79,cat_10
213,2026-02-01T23:19:52.134527,name_156,15.12,cat_5
214,2026-02-02T02:38:23.134533,name_207,57.94,cat_6
215,2026-02-01T22:03:34.134540,name_427,2.89,cat_9
216,2026-02-02T03:19:28.134546,name_292,98.85,cat_6
217,2026-02-01T17:30:30.134552,name_56,2.07,cat_1
218,2026-02-02T10:47:51.134558,name_342,98.6,cat_4
219,2026-02-02T03:24:29.134564,name_209,78.81,cat_2
220,2026-02-01T23:29:06.134570,name_58,7.26,cat_10
221,2026-02-01T21:52:44.134576,name_6,49.7,cat_5
222,2026-02-01T20:01:29.134582,name_465,53.02,cat_1
223,2026-02-01T20:43:22.134588,name_76,64.18,cat_2
224,2026-02-02T13:55:47.134594,name_252,51.35,cat_10
225,2026-02-01T18:12:22.134600,name_89,86.01,cat_4
226,2026-02-01T16:17:24.134606,name_468,19.49,cat_9
227,2026-02-02T01:04:50.134612,name_430,68.03,cat_6
228,2026-02-02T03:11:07.134618,name_51,56.56,cat_10
229,2026-02-02T08:07:10.134624,name_454,12.96,cat_5
230,2026-02-02T10:09:55.134630,name_183,43.58,cat_7
231,2026-02-01T12:47:37.134636,name_353,19.91,cat_5
232,2026-02-01T18:25:02.134642,name_168,66.18,cat_2
233,2026-02-01T10:22:58.134649,name_428,57.73,cat_1
234,2026-02-02T09:16:06.134655,name_168,87.12,cat_1
235,2026-02-01T18:02:58.134661,name_58,7.98,cat_5
236,2026-02-01T22:26:07.134667,name_334,59.33,cat_10
237,2026-02-01T14:41:07.134673,name_178,64.3,cat_5
238,2026-02-02T00:08:38.134678,name_359,61.99,cat_8
239,2026-02-01T17:29:49.134685,name_132,35.57,cat_9
240,2026-02-01T15:10:18.134691,name_115,13.44,cat_7
241,2026-02-01T17:34:21.134697,name_360,94.62,cat_7
242,2026-02-02T05:47:07.134703,name_462,44.02,cat_2
243,2026-02-01T22:40:30.134709,name_284,54.79,cat_7
244,2026-02-02T06:08:02.134714,name_127,65.39,cat_3
245,2026-02-01T10:40:35.134720,name_182,92.58,cat_4
246,2026-02-02T08:38:36.134726,name_268,44.31,cat_2
247,2026-02-01T11:56:25.134732,name_98,2.76,cat_10
248,2026-02-01T19:52:15.134738,name_425,11.22,cat_5
249,2026-02-01T19:12:16.134744,name_312,37.71,cat_7
250,2026-02-01T18:47:46.134751,name_330,26.6,cat_3
251,2026-02-01T21:40:10.134757,name_93,40.77,cat_3
252,2026-02-01T15:52:31.134763,name_56,46.49,cat_5
253,2026-02-02T06:34:35.134769,name_206,27.43,cat_8
254,2026-02-02T13:36:08.134775,name_169,36.34,cat_5
255,2026-02-02T06:47:34.134781,name_75,44.8,cat_10
256,2026-02-02T05:00:22.134787,name_40,90.29,cat_6
257,2026-02-01T23:02:25.134793,name_400,4.06,cat_7
258,2026-02-02T00:10:05.134799,name_379,12.07,cat_10
259,2026-02-02T01:02:57.134805,name_389,98.12,cat_2
260,2026-02-01T12:35:53.134812,name_398,46.96,cat_8
261,2026-02-01T22:05:47.134818,name_68,74.61,cat_9
262,2026-02-02T05:47:51.134824,name_445,62.19,cat_8
263,2026-02-01T11:44:20.134830,name_51,55.41,cat_6
264,2026-02-01T23:31:14.134836,name_224,68.9,cat_8
265,2026-02-02T12:36:40.134842,name_401,41.75,cat_4
266,2026-02-02T11:47:37.134848,name_175,9.26,cat_10
267,2026-02-01T13:53:42.134854,name_405,54.86,cat_5
268,2026-02-02T03:12:18.134860,name_53,30.43,cat_9
269,2026-02-01T11:58:16.134866,name_429,12.75,cat_8
270,2026-02-01T22:25:32.134873,name_56,92.18,cat_4
271,2026-02-02T03:53:52.134878,name_427,50.92,cat_10
272,2026-02-02T13:04:52.134884,name_85,17.7,cat_6
273,2026-02-01T15:23:58.134890,name_10,6.75,cat_8
274,2026-02-02T13:00:11.134897,name_345,29.31,cat_8
275,2026-02-02T11:29:36.134903,name_291,43.13,cat_7
276,2026-02-01T21:00:55.134909,name_499,27.52,cat_4
277,2026-02-02T05:30:21.134915,name_382,75.32,cat_3
278,2026-02-02T04:47:01.134921,name_126,0.67,cat_4
279,2026-02-01T15:31:52.134927,name_439,27.35,cat_9
280,2026-02-01T18:31:26.134933,name_158,30.86,cat_6
281,2026-02-02T08:59:13.134939,name_205,2.45,cat_2
282,2026-02-01T20:57:59.134945,name_456,13.41,cat_7
283,2026-02-02T13:23:33.134951,name_242,44.03,cat_3
284,2026-02-01T21:23:11.134957,name_391,7.68,cat_9
285,2026-02-01T21:27:05.134963,name_472,82.37,cat_5
286,2026-02-01T12:34:09.134969,name_289,27.77,cat_3
287,2026-02-01T22:46:34.134975,name_55,2.07,cat_2
288,2026-02-01T11:49:31.134981,name_325,74.81,cat_3
289,2026-02-01T17:18:06.134987,name_368,58.82,cat_1
290,2026-02-01T10:14:57.134993,name_414,76.71,cat_2
291,2026-02-01T17:30:34.134999,name_469,60.05,cat_1
292,2026-02-01T20:02:43.135005,name_410,7.81,cat_6
293,2026-02-01T19:45:19.135011,name_306,54.22,cat_3
294,2026-02-02T04:59:29.135017,name_432,25.89,cat_6
295,2026-02-01T12:46:07.135023,name_334,87.63,cat_3
296,2026-02-01T11:40:16.135029,name_361,82.7,cat_8
297,2026-02-02T11:58:29.135035,name_12,3.33,cat_7
298,2026-02-02T01:16:17.135041,name_239,97.21,cat_6
299,2026-02-02T10:15:36.135047,name_427,5.75,cat_6
300,2026-02-02T08:27:57.135053,name_43,68.97,cat_4
301,2026-02-02T01:03:54.135059,name_483,55.88,cat_6
302,2026-02-02T01:37:03.135065,name_420,83.9,cat_6
303,2026-02-02T01:06:38.135071,name_343,33.92,cat_7
304,2026-02-01T17:45:15.135077,name_68,19.46,cat_10
305,2026-02-02T04:42:06.135083,name_33,71.4,cat_2
